"","Participant","SubjAge","SubjEnglish","SubjGender","Condition","List","PSA","Story","Name","Job","Pet","Pronoun","M_Type","M_Response","M_Acc","P_Text","P_Response","P_Acc"
"10335","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Jessica","teacher","cat","they/them","job","sales",0,NA,NA,NA
"10336","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Jessica","teacher","cat","they/them","pet","dog",0,NA,NA,NA
"10337","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Jessica","teacher","cat","they/them","pronoun","they/them",1,"they went to the store.","they/them",1
"10338","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Michael","mechanic","fish","he/him","job","mechanic",1,NA,NA,NA
"10339","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Michael","mechanic","fish","he/him","pet","fish",1,NA,NA,NA
"10340","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Michael","mechanic","fish","he/him","pronoun","he/him",1,"he took a shower.","he/him",1
"10341","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Kevin","food service","dog","he/him","job","engineer",0,NA,NA,NA
"10342","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Kevin","food service","dog","he/him","pet","dog",1,NA,NA,NA
"10343","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Kevin","food service","dog","he/him","pronoun","he/him",1,"he went out with friends.","he/him",1
"10344","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Laura","accountant","dog","they/them","job","doctor",0,NA,NA,NA
"10345","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Melissa","doctor","cat","she/her","job","teacher",0,NA,NA,NA
"10346","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Laura","accountant","dog","they/them","pronoun","they/them",1,"she took her dog for a walk.","she/her",0
"10347","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","job","accountant",0,NA,NA,NA
"10348","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","pet","cat",0,NA,NA,NA
"10349","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","pronoun","she/her",1,"they went for a walk.","they/them",0
"10350","288","30","Native (learned from birth)","female","psa","psa_2","1","0","James","janitor","cat","they/them","job","food service",0,NA,NA,NA
"10351","288","30","Native (learned from birth)","female","psa","psa_2","1","0","James","janitor","cat","they/them","pet","dog",0,NA,NA,NA
"10352","288","30","Native (learned from birth)","female","psa","psa_2","1","0","James","janitor","cat","they/them","pronoun","they/them",1,"they cleaned up their home.","they/them",1
"10353","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Brian","Uber driver","cat","he/him","job","mechanic",0,NA,NA,NA
"10354","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Brian","Uber driver","cat","he/him","pet","fish",0,NA,NA,NA
"10355","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Brian","Uber driver","cat","he/him","pronoun","he/him",1,"he went to bed.","he/him",1
"10356","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Amanda","IT","dog","she/her","job","doctor",0,NA,NA,NA
"10357","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Amanda","IT","dog","she/her","pet","fish",0,NA,NA,NA
"10358","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Laura","accountant","dog","they/them","pet","fish",0,NA,NA,NA
"10359","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Andrew","engineer","fish","he/him","job","IT",0,NA,NA,NA
"10360","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Andrew","engineer","fish","he/him","pet","cat",0,NA,NA,NA
"10361","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Andrew","engineer","fish","he/him","pronoun","he/him",1,"he took his partner out.","he/him",1
"10362","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Daniel","retail","fish","they/them","job","sales",0,NA,NA,NA
"10363","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Daniel","retail","fish","they/them","pet","fish",1,NA,NA,NA
"10364","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Daniel","retail","fish","they/them","pronoun","they/them",1,"they went out for drinks.","they/them",1
"10365","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Emily","nurse","fish","she/her","job","retail",0,NA,NA,NA
"10366","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Emily","nurse","fish","she/her","pet","dog",0,NA,NA,NA
"10367","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Emily","nurse","fish","she/her","pronoun","she/her",1,"they ate dinner.","they/them",0
"10368","288","30","Native (learned from birth)","female","psa","psa_2","1","0","Amanda","IT","dog","she/her","pronoun","she/her",1,"she ordered dinner.","she/her",1
"10369","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Laura","accountant","dog","they/them","job","doctor",0,NA,NA,NA
"10370","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Laura","accountant","dog","they/them","pronoun","she/her",0,"they read a book.","they/them",1
"10371","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Brian","Uber driver","cat","he/him","job","food service",0,NA,NA,NA
"10372","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Brian","Uber driver","cat","he/him","pet","fish",0,NA,NA,NA
"10373","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Laura","accountant","dog","they/them","pet","cat",0,NA,NA,NA
"10374","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","job","accountant",0,NA,NA,NA
"10375","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","pet","cat",0,NA,NA,NA
"10376","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","pronoun","they/them",0,"they took a nap.","they/them",0
"10377","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Michael","mechanic","fish","he/him","job","Uber driver",0,NA,NA,NA
"10378","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Michael","mechanic","fish","he/him","pet","cat",0,NA,NA,NA
"10379","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Michael","mechanic","fish","he/him","pronoun","he/him",1,"he sat down and watched a movie.","he/him",1
"10380","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Jessica","teacher","cat","they/them","job","teacher",1,NA,NA,NA
"10381","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Jessica","teacher","cat","they/them","pet","cat",1,NA,NA,NA
"10382","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Jessica","teacher","cat","they/them","pronoun","she/her",0,"she took a shower.","she/her",0
"10383","289","55","Native (learned from birth)","male","psa","psa_2","1","0","James","janitor","cat","they/them","job","sales",0,NA,NA,NA
"10384","289","55","Native (learned from birth)","male","psa","psa_2","1","0","James","janitor","cat","they/them","pet","cat",1,NA,NA,NA
"10385","289","55","Native (learned from birth)","male","psa","psa_2","1","0","James","janitor","cat","they/them","pronoun","he/him",0,"he spent some time with his fish.","he/him",0
"10386","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Brian","Uber driver","cat","he/him","pronoun","he/him",1,"he went straight to bed.","he/him",1
"10387","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Melissa","doctor","cat","she/her","pet","cat",1,NA,NA,NA
"10388","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Melissa","doctor","cat","she/her","pronoun","she/her",1,"she played with her cat.","she/her",1
"10389","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Kevin","food service","dog","he/him","job","engineer",0,NA,NA,NA
"10390","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Kevin","food service","dog","he/him","pet","cat",0,NA,NA,NA
"10391","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Kevin","food service","dog","he/him","pronoun","he/him",1,"they went to the gym.","they/them",0
"10392","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Andrew","engineer","fish","he/him","job","IT",0,NA,NA,NA
"10393","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Andrew","engineer","fish","he/him","pet","fish",1,NA,NA,NA
"10394","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Andrew","engineer","fish","he/him","pronoun","he/him",1,"he changed the oil in his car.","he/him",1
"10395","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Emily","nurse","fish","she/her","job","nurse",1,NA,NA,NA
"10396","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Emily","nurse","fish","she/her","pet","cat",0,NA,NA,NA
"10397","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Emily","nurse","fish","she/her","pronoun","they/them",0,"she took off her shoes and relaxed.","she/her",1
"10398","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Amanda","IT","dog","she/her","job","accountant",0,NA,NA,NA
"10399","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Amanda","IT","dog","she/her","pet","cat",0,NA,NA,NA
"10400","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Amanda","IT","dog","she/her","pronoun","she/her",1,"they puttered in the garden.","they/them",0
"10401","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Daniel","retail","fish","they/them","job","Uber driver",0,NA,NA,NA
"10402","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Daniel","retail","fish","they/them","pet","fish",1,NA,NA,NA
"10403","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Daniel","retail","fish","they/them","pronoun","he/him",0,"they drank a beer and ate dinner.","they/them",1
"10404","289","55","Native (learned from birth)","male","psa","psa_2","1","0","Melissa","doctor","cat","she/her","job","nurse",0,NA,NA,NA
"10405","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Amanda","IT","dog","she/her","job","sales",0,NA,NA,NA
"10406","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Amanda","IT","dog","she/her","pet","fish",0,NA,NA,NA
"10407","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Amanda","IT","dog","she/her","pronoun","she/her",1,"she had a breakfast.","she/her",1
"10408","290","45","Native (learned from birth)","male","psa","psa_2","1","0","James","janitor","cat","they/them","pet","dog",0,NA,NA,NA
"10409","290","45","Native (learned from birth)","male","psa","psa_2","1","0","James","janitor","cat","they/them","pronoun","he/him",0,"he had a dinner.","he/him",0
"10410","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Melissa","doctor","cat","she/her","job","teacher",0,NA,NA,NA
"10411","290","45","Native (learned from birth)","male","psa","psa_2","1","0","James","janitor","cat","they/them","job","doctor",0,NA,NA,NA
"10412","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Melissa","doctor","cat","she/her","pronoun","she/her",1,"she had her lunch .","she/her",1
"10413","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Michael","mechanic","fish","he/him","job","accountant",0,NA,NA,NA
"10414","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Michael","mechanic","fish","he/him","pet","dog",0,NA,NA,NA
"10415","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Melissa","doctor","cat","she/her","pet","cat",1,NA,NA,NA
"10416","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Brian","Uber driver","cat","he/him","job","food service",0,NA,NA,NA
"10417","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Brian","Uber driver","cat","he/him","pet","fish",0,NA,NA,NA
"10418","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Brian","Uber driver","cat","he/him","pronoun","he/him",1,"he had is lunch.","he/him",1
"10419","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Kevin","food service","dog","he/him","job","Uber driver",0,NA,NA,NA
"10420","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Kevin","food service","dog","he/him","pet","dog",1,NA,NA,NA
"10421","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Kevin","food service","dog","he/him","pronoun","he/him",1,"he had is lunch.","he/him",1
"10422","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","job","teacher",0,NA,NA,NA
"10423","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","pet","fish",0,NA,NA,NA
"10424","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","pronoun","she/her",1,"he went to play cricket.","he/him",0
"10425","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Emily","nurse","fish","she/her","job","doctor",0,NA,NA,NA
"10426","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Emily","nurse","fish","she/her","pet","fish",1,NA,NA,NA
"10427","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Emily","nurse","fish","she/her","pronoun","she/her",1,"she had her dinner.","she/her",1
"10428","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Jessica","teacher","cat","they/them","job","IT",0,NA,NA,NA
"10429","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Jessica","teacher","cat","they/them","pet","dog",0,NA,NA,NA
"10430","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Jessica","teacher","cat","they/them","pronoun","she/her",0,"she had a snacks .","she/her",0
"10431","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Daniel","retail","fish","they/them","job","food service",0,NA,NA,NA
"10432","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Daniel","retail","fish","they/them","pet","cat",0,NA,NA,NA
"10433","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Daniel","retail","fish","they/them","pronoun","he/him",0,"he went to a gym.","he/him",0
"10434","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Laura","accountant","dog","they/them","job","doctor",0,NA,NA,NA
"10435","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Laura","accountant","dog","they/them","pet","cat",0,NA,NA,NA
"10436","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Laura","accountant","dog","they/them","pronoun","she/her",0,"to had her lunch.","she/her",0
"10437","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Andrew","engineer","fish","he/him","job","accountant",0,NA,NA,NA
"10438","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Andrew","engineer","fish","he/him","pet","fish",1,NA,NA,NA
"10439","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Andrew","engineer","fish","he/him","pronoun","he/him",1,"he went to is site work.","he/him",1
"10440","290","45","Native (learned from birth)","male","psa","psa_2","1","0","Michael","mechanic","fish","he/him","pronoun","he/him",1,"he went to his  grandfathers house.","he/him",1
"10441","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Jessica","teacher","cat","they/them","pet","cat",1,NA,NA,NA
"10442","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Jessica","teacher","cat","they/them","job","teacher",1,NA,NA,NA
"10443","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Jessica","teacher","cat","they/them","pronoun","she/her",0,"she graded papers.","she/her",0
"10444","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Brian","Uber driver","cat","he/him","pet","cat",1,NA,NA,NA
"10445","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Brian","Uber driver","cat","he/him","pronoun","they/them",0,"he plugged his car into the wall to charge.","he/him",1
"10446","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Laura","accountant","dog","they/them","job","nurse",0,NA,NA,NA
"10447","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Laura","accountant","dog","they/them","pet","cat",0,NA,NA,NA
"10448","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Laura","accountant","dog","they/them","pronoun","she/her",0,"she dropped her keys.","she/her",0
"10449","291","37","Native (learned from birth)","male","psa","psa_2","1","0","James","janitor","cat","they/them","job","janitor",1,NA,NA,NA
"10450","291","37","Native (learned from birth)","male","psa","psa_2","1","0","James","janitor","cat","they/them","pet","dog",0,NA,NA,NA
"10451","291","37","Native (learned from birth)","male","psa","psa_2","1","0","James","janitor","cat","they/them","pronoun","they/them",1,"they watched a movie.","they/them",1
"10452","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Michael","mechanic","fish","he/him","job","mechanic",1,NA,NA,NA
"10453","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Michael","mechanic","fish","he/him","pet","fish",1,NA,NA,NA
"10454","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Michael","mechanic","fish","he/him","pronoun","he/him",1,"they read a new book.","they/them",0
"10455","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Kevin","food service","dog","he/him","job","mechanic",0,NA,NA,NA
"10456","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Kevin","food service","dog","he/him","pet","dog",1,NA,NA,NA
"10457","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Kevin","food service","dog","he/him","pronoun","he/him",1,"he started playing a computer game.","he/him",1
"10458","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Andrew","engineer","fish","he/him","job","sales",0,NA,NA,NA
"10459","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Andrew","engineer","fish","he/him","pet","fish",1,NA,NA,NA
"10460","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Andrew","engineer","fish","he/him","pronoun","he/him",1,"they are pizza.","they/them",0
"10461","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","job","food service",0,NA,NA,NA
"10462","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","pet","fish",0,NA,NA,NA
"10463","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","pronoun","she/her",1,"she surfed the Internet.","she/her",1
"10464","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Amanda","IT","dog","she/her","job","sales",0,NA,NA,NA
"10465","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Amanda","IT","dog","she/her","pet","cat",0,NA,NA,NA
"10466","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Amanda","IT","dog","she/her","pronoun","she/her",1,"she cleaned her counter off.","she/her",1
"10467","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Melissa","doctor","cat","she/her","job","Uber driver",0,NA,NA,NA
"10468","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Melissa","doctor","cat","she/her","pet","cat",1,NA,NA,NA
"10469","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Melissa","doctor","cat","she/her","pronoun","she/her",1,"she took off her shoes.","she/her",1
"10470","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Emily","nurse","fish","she/her","job","accountant",0,NA,NA,NA
"10471","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Emily","nurse","fish","she/her","pet","fish",1,NA,NA,NA
"10472","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Emily","nurse","fish","she/her","pronoun","she/her",1,"she cooked dinner.","she/her",1
"10473","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Daniel","retail","fish","they/them","job","doctor",0,NA,NA,NA
"10474","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Daniel","retail","fish","they/them","pet","dog",0,NA,NA,NA
"10475","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Daniel","retail","fish","they/them","pronoun","he/him",0,"he turned on the TV.","he/him",0
"10476","291","37","Native (learned from birth)","male","psa","psa_2","1","0","Brian","Uber driver","cat","he/him","job","IT",0,NA,NA,NA
"10477","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Daniel","retail","fish","they/them","job","Uber driver",0,NA,NA,NA
"10478","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Daniel","retail","fish","they/them","pet","cat",0,NA,NA,NA
"10479","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Andrew","engineer","fish","he/him","job","mechanic",0,NA,NA,NA
"10480","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Andrew","engineer","fish","he/him","pet","fish",1,NA,NA,NA
"10481","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Andrew","engineer","fish","he/him","pronoun","he/him",1,"he played with his dog.","he/him",1
"10482","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Daniel","retail","fish","they/them","pronoun","he/him",0,"he made dinner.","he/him",0
"10483","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Laura","accountant","dog","they/them","pet","cat",0,NA,NA,NA
"10484","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Laura","accountant","dog","they/them","pronoun","they/them",1,"they browsed Netflix.","they/them",1
"10485","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Melissa","doctor","cat","she/her","job","teacher",0,NA,NA,NA
"10486","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Laura","accountant","dog","they/them","job","IT",0,NA,NA,NA
"10487","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Melissa","doctor","cat","she/her","pronoun","she/her",1,"she ordered food.","she/her",1
"10488","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Emily","nurse","fish","she/her","job","retail",0,NA,NA,NA
"10489","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Emily","nurse","fish","she/her","pet","cat",0,NA,NA,NA
"10490","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Emily","nurse","fish","she/her","pronoun","she/her",1,"she got ready for bed.","she/her",1
"10491","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","job","nurse",0,NA,NA,NA
"10492","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","pet","dog",1,NA,NA,NA
"10493","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","pronoun","she/her",1,"she spoke with her mother.","she/her",1
"10494","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Kevin","food service","dog","he/him","job","mechanic",0,NA,NA,NA
"10495","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Kevin","food service","dog","he/him","pet","dog",1,NA,NA,NA
"10496","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Kevin","food service","dog","he/him","pronoun","they/them",0,"he opened a beer.","he/him",1
"10497","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Amanda","IT","dog","she/her","job","Uber driver",0,NA,NA,NA
"10498","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Amanda","IT","dog","she/her","pet","cat",0,NA,NA,NA
"10499","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Melissa","doctor","cat","she/her","pet","cat",1,NA,NA,NA
"10500","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Michael","mechanic","fish","he/him","job","doctor",0,NA,NA,NA
"10501","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Michael","mechanic","fish","he/him","pet","dog",0,NA,NA,NA
"10502","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Michael","mechanic","fish","he/him","pronoun","he/him",1,"he checked up on his pet.","he/him",1
"10503","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Brian","Uber driver","cat","he/him","job","food service",0,NA,NA,NA
"10504","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Brian","Uber driver","cat","he/him","pet","cat",1,NA,NA,NA
"10505","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Brian","Uber driver","cat","he/him","pronoun","he/him",1,"he watched television.","he/him",1
"10506","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Jessica","teacher","cat","they/them","job","IT",0,NA,NA,NA
"10507","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Jessica","teacher","cat","they/them","pet","cat",1,NA,NA,NA
"10508","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Jessica","teacher","cat","they/them","pronoun","they/them",1,"they watched TV.","they/them",1
"10509","292","32","Native (learned from birth)","male","psa","psa_2","1","0","James","janitor","cat","they/them","job","Uber driver",0,NA,NA,NA
"10510","292","32","Native (learned from birth)","male","psa","psa_2","1","0","James","janitor","cat","they/them","pet","cat",1,NA,NA,NA
"10511","292","32","Native (learned from birth)","male","psa","psa_2","1","0","James","janitor","cat","they/them","pronoun","they/them",1,"He took care of his pet.","he/him",0
"10512","292","32","Native (learned from birth)","male","psa","psa_2","1","0","Amanda","IT","dog","she/her","pronoun","she/her",1,"they prepared tomorrows  food.","they/them",0
"10513","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Andrew","engineer","fish","he/him","job","janitor",0,NA,NA,NA
"10514","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Andrew","engineer","fish","he/him","pet","cat",0,NA,NA,NA
"10515","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Jessica","teacher","cat","they/them","job","nurse",0,NA,NA,NA
"10516","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Jessica","teacher","cat","they/them","pet","cat",1,NA,NA,NA
"10517","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Jessica","teacher","cat","they/them","pronoun","she/her",0,"she took a shower","she/her",0
"10518","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Emily","nurse","fish","she/her","job","IT",0,NA,NA,NA
"10519","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Emily","nurse","fish","she/her","pet","cat",0,NA,NA,NA
"10520","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Emily","nurse","fish","she/her","pronoun","she/her",1,"she had a drink while taking a shower","she/her",1
"10521","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Michael","mechanic","fish","he/him","job","sales",0,NA,NA,NA
"10522","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Michael","mechanic","fish","he/him","pet","fish",1,NA,NA,NA
"10523","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Michael","mechanic","fish","he/him","pronoun","he/him",1,"he took a hot shower","he/him",1
"10524","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Melissa","doctor","cat","she/her","job","teacher",0,NA,NA,NA
"10525","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Melissa","doctor","cat","she/her","pet","cat",1,NA,NA,NA
"10526","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Melissa","doctor","cat","she/her","pronoun","they/them",0,"she took a shower","she/her",1
"10527","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Andrew","engineer","fish","he/him","pronoun","they/them",0,"he ate some left overs","he/him",1
"10528","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Brian","Uber driver","cat","he/him","pet","cat",1,NA,NA,NA
"10529","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Brian","Uber driver","cat","he/him","pronoun","he/him",1,"they made dinner","they/them",0
"10530","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Amanda","IT","dog","she/her","job","doctor",0,NA,NA,NA
"10531","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Amanda","IT","dog","she/her","pet","cat",0,NA,NA,NA
"10532","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Amanda","IT","dog","she/her","pronoun","she/her",1,"she fed her cat","she/her",1
"10533","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Kevin","food service","dog","he/him","job","accountant",0,NA,NA,NA
"10534","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Kevin","food service","dog","he/him","pet","cat",0,NA,NA,NA
"10535","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Kevin","food service","dog","he/him","pronoun","he/him",1,"they fed their pet","they/them",0
"10536","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","job","retail",0,NA,NA,NA
"10537","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","pet","cat",0,NA,NA,NA
"10538","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Stephanie","salesperson","dog","she/her","pronoun","she/her",1,"she had a drink","she/her",1
"10539","293","27","Native (learned from birth)","female","psa","psa_2","1","0","Laura","accountant","dog","they/them","job","sales",0,NA,NA,NA
